2644^Dracula (1931)^The legend of vampire Count Dracula begins here with this original 1931 Dracula film from Bela Lugosi.^72 minutes^December 21, 1999^1931^Deutsch|English|Magyar ^Horror ^Bela Lugosi|Helen Chandler|David Manners|Dwight Frye|Edward Van Sloan|Herbert Bunston|Frances Dade|Joan Standing|Charles K. Gerrard|Nicholas Bela|Daisy Belmore|Carla Laemmle|Donald Murphy|Michael Visaroff|Barbara Bozoky|Anna Bakacs|Geraldine Dvorak|Cornelia Thaw|Dorothy Tree|Tod Browning|Anita Harder|Florence Wix|Moon Carroll|John George|Wyndham Standing|Josephine Velez|Bela Lugosi|Helen Chandler|David Manners|Dwight Frye|Edward Van Sloan ^Tod Browning ,,,,,,,,,,,,,,,,,,,,,
2647^House of Frankenstein (1944)^An evil scientist and a hunchback escape from prison and encounter Dracula, the Wolf Man and Frankenstein's Monster.^71 minutes^April 27, 2004^1944^English|Español ^Horror ^Boris Karloff|J. Carrol Naish|Lon Chaney Jr.|Elena Verdugo|John Carradine|Lionel Atwill|Anne Gwynne|Peter Coe|Sig Ruman|Glenn Strange|George Zucco|William Edmunds|Charles Miller|Philip Van Zandt|Julius Tannen|Hans Herbert|Dick Dickinson|George Lynn|Michael Mark|Olaf Hytten|Frank Reicher|Brandon Hurst|Edmund Cobb|Gino Corrado|Joe Kirk|Belle Mitchell|Anne G. Sterling|Charles Wagenheim|Boris Karloff|J. Carrol Naish|Lon Chaney Jr.|Elena Verdugo|John Carradine ^Erle C. Kenton ,,,,,,,,,,,,,,,,,,,,
2648^Frankenstein (1931)^Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.^71 minutes^August 17, 1999^1931^English ^Drama|Horror|Sci-Fi ^Colin Clive|Mae Clarke|John Boles|Boris Karloff|Edward Van Sloan|Frederick Kerr|Dwight Frye|Lionel Belmore|Marilyn Harris|Michael Mark|Ted Billings|Mae Bruce|Jack Curtis|Arletta Duncan|William Dyer|Francis Ford|Soledad Jiménez|Carmencita Johnson|Sessel Anne Johnson|Margaret Mann|Pauline Moore|Inez Palange|Paul Panzer|Cecilia Parker|Rose Plumer|Cecil Reynolds|Ellinor Vanderveer|Colin Clive|Mae Clarke|John Boles|Boris Karloff|Edward Van Sloan ^James Whale ,,,,,,,,,,,,,,,,,,,,,
2649^Son of Frankenstein (1939)^Wolf Frankenstein, son of Henry Frankenstein, returns with his wife, to his fathers estate to claim his inheritance. When he arrives with his family he recieves a hostile reception from locals. While exploring his fathers laboratory he comes across crooked blacksmith - Ygor, who asks him to revive his father's creation - the MONSTER who is lying in a coma. Wolf tries to revive the monster and believes he fails but then some of the locals are found murdered soon after who just happened to be part of the jury that sent Ygor to the gallows. The villagers immediately connect the killings to Frankenstein and send the inspector to investigate. He discovers the monster is alive and is being used as tool by Ygor. Wolf then in fit of madness shoots Ygor. The then enraged monster losing his only friend kidnaps Wolf's son. In the end Wolf tracks the monster to the lab where he swings down on a chain knocking the monster into a sulpher pit and thus his demise.^99 minutes^August 28, 2001^1939^English ^Horror ^Basil Rathbone|Boris Karloff|Bela Lugosi|Lionel Atwill|Josephine Hutchinson|Donnie Dunagan|Emma Dunn|Edgar Norton|Perry Ivins|Lawrence Grant|Lionel Belmore|Michael Mark|Caroline Frances Cooke|Gustav von Seyffertitz|Lorimer Johnston|Tom Ricketts|Ward Bond|Betty Chay|Harry Cording|Jack Curtis|Russ Powell|Clarence Wilson|Jack Harris|Basil Rathbone|Boris Karloff|Bela Lugosi|Lionel Atwill|Josephine Hutchinson ^Rowland V. Lee ,,,,,,,,,,,,,,,,,
2650^Ghost of Frankenstein, The (1942)^Ygor discovers Frankenstein's creation is still alive and brings him to the Doctor's son, Ludwig, for help. Obsessed with restoring the monster to his full potential, Ludwig is unaware that someone has more devious plans for the creature.^67 minutes^August 28, 2001^1942^English ^Horror ^Cedric Hardwicke|Lon Chaney Jr.|Bela Lugosi|Lionel Atwill|Ralph Bellamy|Evelyn Ankers|Janet Ann Gallow|Olaf Hytten|Barton Yarborough|Doris Lloyd|Lawrence Grant|Holmes Herbert|Lionel Belmore|Michael Mark|Brandon Hurst|Dwight Frye|Harry Cording|Leyland Hodgson|Janet Warren|Jimmy Phillips|Teddy Infuhr|William Smith|Richard Alexander|Chet Brandenburg|Otto Hoffman|Harry Tenbrook|George Eldredge|Ernie Stanton|Julius Tannen|Glen Walters|Colin Clive|Cedric Hardwicke|Lon Chaney Jr.|Bela Lugosi|Lionel Atwill|Ralph Bellamy ^Erle C. Kenton ,,,,,,,,,,,,,,,,,
2651^Frankenstein Meets the Wolf Man (1943)^Graverobbers open the grave of the Wolfman and awake him. He doesn't like the idea of being immortal and killing people when the moon is full, so he tries to find Dr. Frankenstein, in the hopes that the Dr. can cure him, but Frankenstein is dead and only his Monster is alive and this one wants to live, not to die like the Wolfman.^74 minutes^April 27, 2004^1943^English ^Horror ^Lon Chaney Jr.|Bela Lugosi|Patric Knowles|Ilona Massey|Maria Ouspenskaya|Lionel Atwill|Rex Evans|Dennis Hoey|Cyril Delevanti|Tom Stevenson|Harry Stubbs|Dwight Frye|Don Barclay|Adia Kuznetzoff|Doris Lloyd|Charles Irwin|David Clyde|Torben Meyer|Jeff Corey|Martha Vickers|Beatrice Roberts|Anne G. Sterling|Sonia Darrin|Lance Fuller|Lon Chaney Jr.|Bela Lugosi|Patric Knowles|Ilona Massey|Maria Ouspenskaya ^Roy William Neill ,,,,,,,,,,,,,,,,,
2652^Curse of Frankenstein, The (1957)^Baron Victor Frankenstein has discovered life's secret and unleashed a blood-curdling chain of events resulting from his creation: a cursed creature with a horrid face �?and a tendency to kill.^82 minutes^October 1, 2002^1957^English ^Horror ^Peter Cushing|Hazel Court|Robert Urquhart|Christopher Lee|Melvyn Hayes|Valerie Gaunt|Paul Hardtmuth|Noel Hood|Fred Johnson|Claude Kingston|Alex Gallier|Michael Mulcaster|Andrew Leigh|Ann Blake|Sally Walsh|Middleton Woods|Raymond Ray|Peter Cushing|Hazel Court|Robert Urquhart|Christopher Lee|Melvyn Hayes ^Terence Fisher ,,,,,,,,,,,,,,,,,,,,
2653^Son of Dracula (1943)^Carpathian Count Alucard is invited to the U.S. by a young 'morbid' heiress. Her boyfriend and local officials are suspicious of the newcomer, who is interested in the 'virile' soil of the new world.^80 minutes^April 27, 2004^1943^English ^Horror ^Lon Chaney Jr.|Louise Allbritton|Robert Paige|Frank Craven|J. Edward Bromberg|Evelyn Ankers|Samuel S. Hinds|Pat Moriarity|Adeline De Walt Reynolds|Etta McDaniel|George Irving|Charles Bates|Joan Blair|Jess Lee Brooks|Cyril Delevanti|Robert Dudley|Ben Erway|Robert F. Hill|Sam McDaniel|George Meeker|Charles R. Moore|Jack Rockwell|Walter Sande|Emmett Smith|Jimmy the Crow|Lon Chaney Jr.|Louise Allbritton|Robert Paige|Frank Craven|J. Edward Bromberg ^Robert Siodmak ,,,,,,,,,,,,,,,,,,,,
2654^Wolf Man, The (1941)^Classic horror film about Larry Talbot (Lon Chaney, Jr.) who, after his brother's death, returns home to his father (Claude Rains) and the family estate. Events soon take a turn for the worse when Larry is bitten by a werewolf and becomes one himself.^70 minutes^November 2, 1999^1941^English ^Drama|Fantasy|Horror ^Lon Chaney Jr.|Claude Rains|Evelyn Ankers|Maria Ouspenskaya|Patric Knowles|Bela Lugosi|Ralph Bellamy|Warren William|Fay Helm|Doris Lloyd|J. M. Kerrigan|Forrester Harvey|Harry Cording|Gibson Gowland|Olaf Hytten|Jessie Arnold|Caroline Frances Cooke|Margaret Fealy|Leyland Hodgson|La Riana|Connie Leon|Ottola Nesmith|Eddie Polo|Ernie Stanton|Anne G. Sterling|Tom Stevenson|Harry Stubbs|Eric Wilton|Lon Chaney Jr.|Claude Rains|Evelyn Ankers|Maria Ouspenskaya|Patric Knowles ^George Waggner ,,,,,,,,,,,,,,,,,
2655^Howling II: Your Sister Is a Werewolf (1985)^A young girl whose sister was murdered by werewolves helps an investigator track down a gang of the beasts through the U.S. and Europe.^91 minutes^August 23, 2005^1985^English ^Horror ^Christopher Lee|Annie McEnroe|Reb Brown|Marsha A. Hunt|Sybil Danning|Jimmy Nail|Judd Omen|Ferdy Mayne|Patrick Field|Steven Bronowski|James Crawford|Jirí Krytinár|Ladislav Krečmer|Jan Kraus|Christopher Lee|Annie McEnroe|Reb Brown|Marsha A. Hunt|Sybil Danning ^Philippe Mora ,,,,,,,,,,,,,,,,,,,,,
2656^Tarantula (1955)^A spider escapes from an isolated desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.^80 minutes^May 13, 2008^1955^English ^Horror|Sci-Fi ^John Agar|Mara Corday|Leo G. Carroll|Nestor Paiva|Ross Elliott|Edwin Rand|Raymond Bailey|Hank Patterson|Bert Holland|Steve Darrell|Clint Eastwood|John Agar|Mara Corday|Leo G. Carroll|Nestor Paiva|Ross Elliott ^Jack Arnold ,,,,,,,,,,,,,,,,,,,,,
2657^Rocky Horror Picture Show, The (1975)^Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.^100 minutes^October 3, 2000^1975^English ^Comedy|Horror|Musical|Sci-Fi ^Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn|Nell Campbell|Jonathan Adams|Meat Loaf|Charles Gray|Fran Fullenwider|Peter Hinwood|Perry Bedden|Tim Curry|Susan Sarandon|Barry Bostwick|Richard O'Brien|Patricia Quinn ^Jim Sharman ,,,,,,,,,,,,,,
2659^It Came from Hollywood (1982)^Dan Ackroyd, John Candy, Gilda Radner and Cheech and Chong present this compilation of classic bad films from the 50's, 60's and 70's. Special features on gorilla pictures, anti-marijuana films and a special tribute to the worst film maker of all-time, Ed Wood.^80 minutes^ ^1982^English ^Comedy|Documentary ^Dan Aykroyd|John Candy|Cheech Marin|Tommy Chong|Gilda Radner ^Andrew Solt|Malcolm Leo ,,,,,,,,,,,,,,,,,
2660^Thing from Another World, The (1951)^Scientists and American Air Force officials fend off a blood-thirsty alien organism while at a remote arctic outpost.^87 minutes^August 5, 2003^1951^English ^Horror|Sci-Fi ^Kenneth Tobey|Margaret Sheridan|Robert Cornthwaite|Douglas Spencer|James Young|Dewey Martin|Robert Nichols|William Self|Nicholas Byron|John Dierkes|Eduard Franz|Paul Frees|George Fenneman|Norbert Schiller|Everett Glass|Edmond Breon|William Neff|Sally Creighton|David McMahon|James Arness|Kenneth Tobey|Margaret Sheridan|Robert Cornthwaite|Douglas Spencer|James Young ^Howard Hawks|Christian Nyby ,,,,,,,,,,,,,,,,,,,,
2661^It Came from Outer Space (1953)^Author &amp; amateur astronomer John Putnam and schoolteacher Ellen Fields witness an enormous meteorite come down near a small town in Arizona, but Putnam becomes a local object of scorn when, after examining the object up close, he announces that it is a spacecraft, and that it is inhabited...^81 minutes^May 21, 2002^1953^English ^Sci-Fi ^Richard Carlson|Barbara Rush|Charles Drake|Joe Sawyer|Russell Johnson|Dave Willock|Alan Dexter|George Eldredge|Warren MacGregor|Edgar Dearing|George Selk|Whitey Haupt|Kathleen Hughes|Virginia Mullen|Robert Carson|Bradford Jackson|William Pullen|Richard H. Cutting|Ralph Brooks|Ned Davenport|Dick Pinner|Richard Carlson|Barbara Rush|Charles Drake|Joe Sawyer|Russell Johnson ^Jack Arnold ,,,,,,,,,,,,,,,,,
2662^War of the Worlds, The (1953)^The residents of a small town are excited when a flaming meteor lands in the hills, but their joy is short-lived when they discover it has passengers who are not very friendly.^85 minutes^November 1, 2005^1953^Český|English|Español ^Action|Drama|Sci-Fi ^Gene Barry|Ann Robinson|Les Tremayne|Lewis Martin|Robert Cornthwaite|Sandro Giglio|Houseley Stevenson Jr.|Paul Frees|William Phipps|Vernon Rich|Henry Brandon|Jack Kruschen|Cedric Hardwicke|Cliff Clark|Rudy Lee|Peter Adams|Eric Alden|Hugh Allen|Ruth Barnell|Edgar Barrier|Russ Bender|Paul Birch|Hazel Boyne|Chet Brandenburg|Tony Butala|Mushy Callahan|Ann Codee|Edward Colmans|James Conaty|Russ Conway|Martin Coulter|Vittorio Cramer|Pierre Cressoy|Jim Davies|Helen Dickson|Ralph Dumke|Jimmie Dundee|Al Ferguson|Dick Fortune|Alex Frazer|Frank Freeman Jr.|Charles Gemora|Ned Glass|Fred Graham|Joe Gray|Nancy Hale|Virginia Hall|Ted Hecht|Douglas Henderson|Gertrude Hoffmann|Jimmy Horan|Patricia Iannone|Jerry James|Carolyn Jones|Don Kohler|Frank Kreig|Ivan Lebedeff|Freeman Lusk|Herbert Lytton|George Magrill|Mike Mahoney|John Mansfield|Joel Marston|Sydney Mason|John Maxwell|Mathew McCue|David McMahon|William Meader|Lee Miller|Ralph Montgomery|Alvy Moore|Bob Morgan|Stanley Orr|George Pal|Walter Richards|Robert Rockwell|Walter Sande|James Seay|Cora Shannon|David Sharpe|Teru Shimada|Bobby Somers|Bert Stevens|Charles Stewart|Gus Taillon|Morton C. Thompson|Arthur Tovey|Dale Van Sickel|Dorothy Vernon|Edward Wahrman|Anthony Warde|Waldon Williams|Bud Wolfe|Fred Zendar|Jack Stoney|Gene Barry|Ann Robinson|Les Tremayne|Lewis Martin|Robert Cornthwaite ^Byron Haskin ,,,,,,,,,,,,,,,,,,,
2664^Invasion of the Body Snatchers (1956)^A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.^80 minutes^June 26, 1998^1956^English ^Horror|Sci-Fi|Thriller ^Kevin McCarthy|Dana Wynter|King Donovan|Carolyn Jones|Larry Gates|Jean Willes|Ralph Dumke|Virginia Christine|Kenneth Patterson|Guy Way|Bobby Clark|Eileen Stevens|Whit Bissell|Richard Deacon|Robert Osterloh|Jean Andren|Tom Fadden|Everett Glass|Dabbs Greer|Marie Selland|Beatrice Maude|Guy Rennie|Sam Peckinpah|Harry J. Vejar|J. Pat O'Malley|Kevin McCarthy|Dana Wynter|King Donovan|Carolyn Jones|Larry Gates ^Don Siegel ,,,,,,,,,,,,,,,,,,,,,
2668^Swamp Thing (1982)^Dr. Alec Holland, hidden away in the depths of a murky swamp, is trying to create a new species - a combination of animal and plant capable of adapting and thriving in the harshest conditions. Unfortunately he becomes subject of his own creation and is transformed. Arcane, desperate for the formula, attempts to capture the Swamp Thing. An explosive chase ensues that ultimately ends with a confrontation between Holland and a changed Arcane...^91 minutes^August 1, 2000^1982^English ^Horror|Sci-Fi ^Louis Jourdan|Adrienne Barbeau|Ray Wise|David Hess|Nicholas Worth|Don Knight|Al Ruban|Dick Durock|Ben Bates|Nannette Brown|Reggie Batts|Mimi Craven|Karen Price|Bill Erickson|Dov Gottesfeld|Tommy Madden|Louis Jourdan|Adrienne Barbeau|Ray Wise|David Hess|Nicholas Worth ^Wes Craven ,,,,,,,,,,,,,,,,,
2669^Pork Chop Hill (1959)^American GI's must retake a barren hill in Korea that has been overrun by Red Chinese troops. The ensuing battle becomes a meat grinder for American and Chinese alike.^97 minutes^May 18, 1999^1959^English ^War ^Gregory Peck|Harry Guardino|Rip Torn|George Peppard|James Edwards|Bob Steele|Carl Benton Reid|Woody Strode|George Shibata|Norman Fell|Robert Blake|Cliff Ketchum|Biff Elliot|Charles Aidman|Lew Gallo|Abel Fernandez|Martin Landau|Harry Dean Stanton|Gregory Peck|Harry Guardino|Rip Torn|George Peppard|James Edwards ^Lewis Milestone ,,,,,,,,,,,,,,,,,,,,,
2670^Run Silent Run Deep (1958)^The captain of a submarine sunk by the Japanese during WWII is finally given a chance to skipper another sub after a year of working a desk job. His singleminded determination for revenge against the destroyer that sunk his previous vessel puts his new crew in unneccessary danger.^93 minutes^November 13, 2000^1958^English|日本�?^War ^Clark Gable|Burt Lancaster|Jack Warden|Brad Dexter|Don Rickles|Nick Cravat|Joe Maross|Mary LaRoche|Eddie Foy III|Rudy Bond|Jimmy Bates|Joel Fluellen|Ken Lynch|H.M. Wynant|Clark Gable|Burt Lancaster|Jack Warden|Brad Dexter|Don Rickles ^Robert Wise ,,,,,,,,,,,,,,,,,,,,,
2671^Notting Hill (1999)^The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.^124 minutes^July 17, 2001^1999^English|Español ^Comedy|Romance ^Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans|Emma Chambers|Hugh Bonneville|Richard McCabe|James Dreyfus|Dylan Moran|Roger Frost|Henry Goodman|Julian Rhind-Tutt|Lorelei King|Alec Baldwin|John Shrapnel|Emily Mortimer|Dorian Lough|Sanjeev Bhaskar|Paul Chahidi|Mischa Barton|Clarke Peters|Ann Beach|Samuel West|Tony Armatrading|Simon Callow|Rupert Procter|Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans ^Roger Michell ,,,,,,,,,,,,,,,,,,,,,
2672^Thirteenth Floor, The (1999)^Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.^100 minutes^October 5, 1999^1999^English ^Drama|Sci-Fi|Thriller ^Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert|Steven Schub|Jeremy Roberts|Rif Hutton|Leon Rippy|Janet MacLachlan|Brad William Henke|Burt Bulos|Venessia Valentino|Tia Texada|Howard S. Miller|Shiri Appleby|Bob Clendenin|Rachel Winfree|Alison Lohman|Meghan Ivey|Ernie Lively|Toni Sawyer|Lee Weaver|Travis Tedford|Johnny Crawford|Jeff Blumenkrantz|Geoffrey Rivas|Brooks Almy|Darryl Henriques|Mary Ann Schmidt|Glendon Rich|Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert ^Josef Rusnak ,,,,,,,,,,,,,,,,,
2673^Eternity and a Day (Mia aoniotita kai mia mera) (1998)^Alexander, a famous writer, is very ill and has only a few days to live. He meets a little boy on the street, who is an illegal immigrant from Albania. Alexander then takes the boy home.^137 minutes^August 15, 2006^1998^English|ελληνικά|Italiano ^Drama ^Bruno Ganz|Isabelle Renauld|Fabrizio Bentivoglio|Achileas Skevis ^Theo Angelopoulos ,,,,,,,,,,,,,,,,,,
2674^Loss of Sexual Innocence, The (1999)^The story of the sexual development of a filmmaker through three stages of his life.^106 minutes^December 7, 1999^1999^English ^Drama|Fantasy ^Julian Sands|Saffron Burrows|Justin Chadwick|Stefano Dionisi|Kelly Macdonald|Gina McKee|Jonathan Rhys Meyers|Bernard Hill|Rossy de Palma|John Cowey|Nina McKay|Dickson Osa-Omorogbe|Jock Gibson Cowl|Femi Ogunbanjo|Hanne Klintoe|Julian Sands|Saffron Burrows|Justin Chadwick|Stefano Dionisi|Kelly Macdonald ^Mike Figgis ,,,,,,,,,,,,,,,,,,,,
2676^Instinct (1999)^Dr. Ethan Powell, an anthropologist, is in Africa studying apes when he is lost for two years. When he is found, he kills 3 men and puts 2 in the hospital. Cuba Gooding's character is a psychiatrist who wants to take up the task of trying to get Dr. Powell to speak again and maybe even stand judgment at a trial for his release from prison of mental cases. Along the way, Cuba has to deal with also helping the mental patients that are being abused and neglected. In this process Cuba learns a few things about himself and life, and so does Anthony Hopkins character, Dr. Powell.^126 minutes^November 16, 1999^1999^English ^Drama|Thriller ^Anthony Hopkins|Cuba Gooding Jr.|Donald Sutherland|Maura Tierney|George Dzundza|John Ashton|John Aylward|Doug Spinuzza|Thomas Q. Morris|Vivienne Sendaydiego|Paul Bates|Rex Linn|Rod McLachlan|Tracey Ellis|Kim Ingram|Paul Collins|Marc Macaulay|Jim Grimshaw|Louanne Stephens|Ajgie Kirkland|Chike Kani Omo|Ivonne Coll|Pat McNamara|Roger Floyd|Kurt Smildsin|Jim R. Coleman|Gary Bristow|Anthony Hopkins|Cuba Gooding Jr.|Donald Sutherland|Maura Tierney|George Dzundza ^Jon Turteltaub ,,,,,,,,,,,,,,,
2677^Buena Vista Social Club (1999)^In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.^105 minutes^February 20, 2001^1999^English|Español ^Documentary|Musical ^Compay Segundo|Eliades Ochoa|Ry Cooder|Joachim Cooder|Ibrahim Ferrer|Omara Portuondo|Rubén González|Orlando 'Cachaíto' López|Amadito Valdés|Manuel 'Guajiro' Mirabal|Barbarito Torres|Pío Leyva|Manuel 'Puntillita' Licea|Juan de Marcos González|Lázaro Villa|Compay Segundo|Eliades Ochoa|Ry Cooder|Joachim Cooder|Ibrahim Ferrer ^Wim Wenders ,,,,,,,,,,,,,,,,,,,
2678^Desert Blue (1999)^An academic obsessed with 'roadside attractions' and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.^90 minutes^December 28, 1999^1999^English ^Comedy ^Casey Affleck|Kate Hudson|Brendan Sexton III|Christina Ricci|Ethan Suplee|Sara Gilbert|Peter Sarsgaard|John Heard|Isidra Vega|Rene Rivera|Lee Holmes|Lucinda Jenney|Daniel von Bargen|Michael Ironside|Aunjanue Ellis|Fred Schneider|Liev Schreiber|Casey Affleck|Kate Hudson|Brendan Sexton III|Christina Ricci|Ethan Suplee ^Morgan J. Freeman ,,,,,,,,,,,,,,,,,,,,
2681^Free Enterprise (1998)^Young filmmakers trying to hawk a movie titled 'Bradykillers' about a serial killer who goes after victims Marcia, Jan, and Cindy meet their screen idol, William Shatner. The two young men, who idolize him and in their fantasies have seen him as a shadowy fairy godfather figure, are alarmed at the reality of the middle-aged non-Captain Kirk man that they meet.^113 minutes^November 9, 1999^1998^English ^Comedy|Romance|Sci-Fi ^Eric McCormack|William Shatner|Carl Bressler|Ethan Glazer|Phyllis Franklin ^Robert Meyer Burnett ,,,,,,,,,,,,,,,,
2682^Limbo (1999)^Unconventional narrative about the interactions amongst a group of people in a small town in Alaska, each of whom has guards a secret.^126 minutes^November 23, 1999^1999^English ^Drama ^Mary Elizabeth Mastrantonio|David Strathairn|Vanessa Martinez|Kris Kristofferson ^John Sayles ,,,,,,,,,,,,,,,,,,,,
2683^Austin Powers: The Spy Who Shagged Me (1999)^When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo�? Austin must return to the swingin' '60s himself �?with the help of American agent, Felicity Shagwell �?to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.^95 minutes^November 16, 1999^1999^Deutsch|English ^Action|Adventure|Comedy ^Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe|Seth Green|Mindy Sterling|Verne Troyer|Elizabeth Hurley|Gia Carides|Oliver Muirhead|Muse Watson|Scott Cooper|Kevin Cooney|Will Ferrell|Faune A. Chambers|Douglas Fisher|Woody Harrelson|Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe ^Jay Roach ,,,,,,,,,,,,,,,,,,
2686^Red Violin, The (Violon rouge, Le) (1998)^Spans 300 years in the life of one famed musical instrument that winds up in present-day Montreal on the auction block. Crafted by the Italian master Bussotti (Cecchi) in 1681, the red violin derives its unusual color from the human blood mixed into the finish. With this legacy, the violin travels to Austria, England, China, and Canada, leaving both beauty and tragedy in its wake.^131 minutes^December 14, 1999^1998^English|Français|Deutsch|Italiano|普通话|Español ^Drama|Mystery ^Carlo Cecchi|Irene Grazioli|Anita Laurenzi|Tommaso Puntelli|Samuele Amighetti|Jean-Luc Bideau|Aldo Brugnini|Christoph Koncz|Clotilde Mollet|Florentín Groll|Johannes Silberschneider|Rainer Egger|Paul Koeker|Wolfgang Böck|Josef Mairginter|Johan Gotsch|Geza Hosszu-Legocky|David Alberman|Arthur Denberg|Andrzej Matuszewiski|Jason Flemyng|Greta Scacchi|Eva Marie Bryer|Dimitri Andreas|David Gant|Sai-Kit Yung|Sylvia Chang|Zifeng Liu|Tao Hong|Xio Fei Han|Zheng Wei Tan|Zhi Qing Zhou|Zhi Qiao|Kun Qi Cao|Rei Yang|Lidou|Samuel L. Jackson|Colm Feore|Monique Mercure|Don McKellar|Ireneusz Bogajewicz|Julian Richings|Russell Yuen|Sandra Oh|Paula de Vasconcelos|Rémy Girard|Marie-Josée Gauthier|Dany Laferrière|Dorothée Berryman|David La Haye|Gregory Hlady|Herman Meckler|Sheena Macdonald|Jody Shapiro|James Bradford|Joshua Bell|Sylvia Stewart|Wang Xiaoshuai|Carlo Cecchi|Irene Grazioli|Anita Laurenzi|Tommaso Puntelli|Samuele Amighetti ^François Girard ,,,,,,,,,,,,,
2687^Tarzan (1999)^Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...^88 minutes^October 18, 2005^1999^English ^Adventure|Animation|Children|Drama ^Tony Goldwyn|Glenn Close|Minnie Driver|Brian Blessed|Nigel Hawthorne|Lance Henriksen|Wayne Knight|Alex D. Linz|Rosie O'Donnell|Taylor Dempsey|Jason Marsden|Tony Goldwyn|Glenn Close|Minnie Driver|Brian Blessed|Nigel Hawthorne ^Kevin Lima|Chris Buck ,,,,,,,,,,,,,,,,,,,,
2688^General's Daughter, The (1999)^When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.^116 minutes^December 14, 1999^1999^English ^Crime|Drama|Mystery|Thriller ^John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson|Daniel von Bargen|Clarence Williams III|James Woods|John Beasley|Boyd Kestner|Brad Beyer|John Benjamin Hickey|Rick Dial|Peter Weireter|Mark Boone Junior|Jared Chandler|John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson ^Simon West ,,,,,,,,,,,,,,,
